timestamp,scenario,predicted_digit,confidence
2026-08-23 15:39:06,normal,0,1.0
2026-08-23 15:39:08,normal,1,1.0
2026-08-23 15:39:10,normal,0,1.0
2026-08-23 15:39:12,normal,8,0.9887
2026-08-23 15:39:14,normal,8,1.0
2026-08-23 15:39:16,normal,3,1.0
2026-08-23 15:39:18,normal,6,1.0
2026-08-23 15:39:20,normal,7,1.0
2026-08-23 15:39:22,normal,2,1.0
2026-08-23 15:39:24,normal,5,1.0
2026-08-23 15:39:27,normal,2,1.0
2026-08-23 15:39:29,normal,5,1.0
2026-08-23 15:39:31,normal,7,1.0
2026-08-23 15:39:33,normal,2,1.0
2026-08-23 15:39:35,normal,2,1.0
2026-08-23 15:39:37,normal,4,0.9961
2026-08-23 15:39:39,normal,2,1.0
2026-08-23 15:39:41,normal,2,1.0
2026-08-23 15:39:43,normal,9,0.999
2026-08-23 15:39:45,normal,8,1.0
2026-08-23 15:39:47,normal,1,1.0
2026-08-23 15:39:49,normal,1,1.0
2026-08-23 15:39:51,normal,9,1.0
2026-08-23 15:39:54,normal,6,1.0
2026-08-23 15:39:56,normal,5,0.9995
2026-08-23 15:39:58,normal,8,1.0
2026-08-23 15:40:00,normal,0,1.0
2026-08-23 15:40:02,normal,3,1.0
2026-08-23 15:40:04,normal,1,1.0
2026-08-23 15:40:06,normal,1,1.0
2026-08-23 15:40:08,normal,1,1.0
2026-08-23 15:40:10,normal,4,1.0
2026-08-23 15:40:12,normal,2,0.766
2026-08-23 15:40:14,normal,7,1.0
2026-08-23 15:40:16,normal,3,1.0
2026-08-23 15:40:18,normal,4,1.0
2026-08-23 15:40:20,normal,7,1.0
2026-08-23 15:40:22,normal,7,0.9983
2026-08-23 15:40:24,normal,1,1.0
2026-08-23 15:40:26,normal,3,1.0
2026-08-23 15:40:28,normal,2,1.0
2026-08-23 15:40:31,normal,1,1.0
2026-08-23 15:40:33,normal,6,1.0
2026-08-23 15:40:35,normal,3,1.0
2026-08-23 15:40:37,normal,1,1.0
2026-08-23 15:40:39,normal,6,1.0
2026-08-23 15:40:41,normal,3,1.0
2026-08-23 15:40:43,normal,7,1.0
2026-08-23 15:40:45,normal,1,1.0
2026-08-23 15:40:47,normal,1,1.0
2026-08-23 15:40:49,normal,6,0.9999
2026-08-23 15:40:51,normal,6,1.0
2026-08-23 15:40:53,normal,2,1.0
2026-08-23 15:40:55,normal,8,0.9967
2026-08-23 15:40:57,normal,6,1.0
2026-08-23 15:40:59,normal,3,1.0
2026-08-23 15:41:01,normal,2,1.0
2026-08-23 15:41:04,normal,6,1.0
2026-08-23 15:41:06,normal,8,1.0
2026-08-23 15:41:08,normal,8,0.9993
2026-08-23 15:41:10,normal,9,1.0
2026-08-23 15:41:12,normal,3,1.0
2026-08-23 15:41:14,normal,3,1.0
2026-08-23 15:41:16,normal,8,1.0
2026-08-23 15:41:18,normal,3,1.0
2026-08-23 15:41:20,normal,2,1.0
2026-08-23 15:41:22,normal,9,1.0
2026-08-23 15:41:24,normal,5,1.0
2026-08-23 15:41:26,normal,0,1.0
2026-08-23 15:41:28,normal,3,1.0
2026-08-23 15:41:30,normal,8,0.9999
2026-08-23 15:41:32,normal,7,1.0
2026-08-23 15:41:34,normal,5,1.0
2026-08-23 15:41:37,normal,7,1.0
2026-08-23 15:41:39,normal,5,1.0
2026-08-23 15:41:41,normal,2,1.0
2026-08-23 15:41:43,normal,1,0.5631
2026-08-23 15:41:45,normal,6,1.0
2026-08-23 15:41:47,normal,3,1.0
2026-08-23 15:41:49,normal,6,1.0
2026-08-23 15:41:51,normal,6,1.0
2026-08-23 15:41:53,normal,8,0.9998
2026-08-23 15:41:55,normal,5,1.0
2026-08-23 15:41:57,normal,5,1.0
2026-08-23 15:41:59,normal,7,0.9999
2026-08-23 15:42:01,normal,6,1.0
2026-08-23 15:42:03,normal,0,1.0
2026-08-23 15:42:05,normal,2,0.9994
2026-08-23 15:42:08,normal,5,1.0
2026-08-23 15:42:10,normal,1,1.0
2026-08-23 15:42:12,normal,2,1.0
2026-08-23 15:42:14,normal,6,1.0
2026-08-23 15:42:16,normal,0,1.0
2026-08-23 15:42:18,normal,6,1.0
2026-08-23 15:42:20,normal,2,1.0
2026-08-23 15:42:22,normal,5,0.994
2026-08-23 15:42:24,normal,7,0.9998
2026-08-23 15:42:26,normal,5,1.0
2026-08-23 15:42:28,normal,7,0.9995
2026-08-23 15:42:30,normal,9,1.0
2026-08-23 15:42:32,normal,3,1.0
2026-08-23 15:42:34,normal,4,1.0
2026-08-23 15:42:37,normal,4,1.0
2026-08-23 15:42:39,normal,5,0.9993
2026-08-23 15:42:41,normal,8,0.9999
2026-08-23 15:42:43,normal,8,1.0
2026-08-23 15:42:45,normal,6,1.0
2026-08-23 15:42:47,normal,6,1.0
2026-08-23 15:42:49,normal,6,1.0
2026-08-23 15:42:51,normal,2,1.0
2026-08-23 15:42:53,normal,2,1.0
2026-08-23 15:42:55,normal,1,1.0
2026-08-23 15:42:57,normal,1,1.0
2026-08-23 15:42:59,normal,4,1.0
2026-08-23 15:43:01,normal,7,1.0
2026-08-23 15:43:03,normal,9,0.9995
2026-08-23 15:43:05,normal,5,1.0
2026-08-23 15:43:08,normal,8,0.996
2026-08-23 15:43:10,normal,4,1.0
2026-08-23 15:43:12,normal,1,1.0
2026-08-23 15:43:14,normal,5,1.0
2026-08-23 15:43:16,normal,1,1.0
2026-08-23 15:43:18,normal,4,1.0
2026-08-23 15:43:20,normal,3,1.0
2026-08-23 15:43:22,normal,8,1.0
2026-08-23 15:43:24,normal,0,1.0
2026-08-23 15:43:26,normal,7,1.0
2026-08-23 15:43:28,normal,0,1.0
2026-08-23 15:43:30,normal,8,1.0
2026-08-23 15:43:32,normal,1,1.0
2026-08-23 15:43:34,normal,2,1.0
2026-08-23 15:43:36,normal,3,1.0
2026-08-23 15:43:38,normal,7,0.9994
2026-08-23 15:43:40,normal,7,1.0
2026-08-23 15:43:42,normal,5,1.0
2026-08-23 15:43:44,normal,2,1.0
2026-08-23 15:43:46,normal,3,1.0
2026-08-23 15:43:49,normal,5,1.0
2026-08-23 15:43:51,normal,5,1.0
2026-08-23 15:43:53,normal,2,1.0
2026-08-23 15:43:55,normal,0,1.0
2026-08-23 15:43:57,normal,0,1.0
2026-08-23 15:43:59,normal,0,1.0
2026-08-23 15:44:01,normal,3,1.0
2026-08-23 15:44:03,normal,0,1.0
2026-08-23 15:44:05,normal,7,0.9975
2026-08-23 15:44:07,normal,5,1.0
2026-08-23 15:44:09,normal,1,1.0
2026-08-23 15:44:11,normal,9,0.9965
2026-08-23 15:44:13,normal,4,1.0
2026-08-23 15:44:15,normal,1,1.0
2026-08-23 15:44:17,normal,1,1.0
2026-08-23 15:44:19,normal,4,1.0
2026-08-23 15:44:21,normal,1,1.0
2026-08-23 15:44:23,normal,5,1.0
2026-08-23 15:44:25,normal,6,1.0
2026-08-23 15:44:27,normal,3,1.0
2026-08-23 15:44:29,normal,1,1.0
2026-08-23 15:44:32,normal,9,1.0
2026-08-23 15:44:34,normal,4,1.0
2026-08-23 15:44:36,normal,6,1.0
2026-08-23 15:44:38,normal,3,1.0
2026-08-23 15:44:40,normal,2,1.0
2026-08-23 15:44:42,normal,1,1.0
2026-08-23 15:44:44,normal,1,1.0
2026-08-23 15:44:46,normal,5,1.0
2026-08-23 15:44:48,normal,9,1.0
2026-08-23 15:44:50,normal,2,1.0
2026-08-23 15:44:52,normal,8,1.0
2026-08-23 15:44:54,normal,2,1.0
2026-08-23 15:44:56,normal,1,1.0
2026-08-23 15:44:58,normal,4,1.0
2026-08-23 15:45:00,normal,6,1.0
2026-08-23 15:45:02,normal,4,1.0
2026-08-23 15:45:04,normal,5,1.0
2026-08-23 15:45:07,normal,8,1.0
2026-08-23 15:45:09,normal,3,1.0
2026-08-23 15:45:11,normal,2,1.0
2026-08-23 15:45:13,normal,0,1.0
2026-08-23 15:45:15,normal,2,1.0
2026-08-23 15:45:17,normal,3,1.0
2026-08-23 15:45:19,normal,7,1.0
2026-08-23 15:45:21,normal,6,1.0
2026-08-23 15:45:23,normal,1,1.0
2026-08-23 15:45:25,normal,5,1.0
2026-08-23 15:45:27,normal,7,1.0
2026-08-23 15:45:29,normal,4,1.0
2026-08-23 15:45:31,normal,7,1.0
2026-08-23 15:45:33,normal,8,0.9966
2026-08-23 15:45:35,normal,4,1.0
2026-08-23 15:45:37,normal,9,1.0
2026-08-23 15:45:40,normal,4,1.0
2026-08-23 15:45:42,normal,3,1.0
2026-08-23 15:45:44,normal,6,1.0
2026-08-23 15:45:46,normal,7,1.0
2026-08-23 15:45:48,normal,9,0.9949
2026-08-23 15:45:50,normal,6,1.0
2026-08-23 15:45:52,normal,9,1.0
2026-08-23 15:45:54,normal,8,1.0
2026-08-23 15:45:56,normal,3,1.0
2026-08-23 15:45:58,normal,7,1.0
2026-08-23 15:46:00,normal,3,0.9981
2026-08-23 15:46:02,normal,0,1.0
2026-08-23 15:46:04,normal,4,1.0
2026-08-23 15:46:06,normal,7,1.0
2026-08-23 15:46:08,normal,8,1.0
2026-08-23 15:46:10,normal,4,1.0
2026-08-23 15:46:12,normal,9,0.9847
2026-08-23 15:46:14,normal,3,1.0
2026-08-23 15:46:16,normal,5,1.0
2026-08-23 15:46:19,normal,2,1.0
2026-08-23 15:46:21,normal,3,1.0
2026-08-23 15:46:23,normal,9,1.0
2026-08-23 15:46:25,normal,2,1.0
2026-08-23 15:46:27,normal,1,1.0
2026-08-23 15:46:29,normal,7,1.0
2026-08-23 15:46:31,normal,8,1.0
2026-08-23 15:46:33,normal,8,1.0
2026-08-23 15:46:35,normal,6,0.9253
2026-08-23 15:46:37,normal,1,1.0
2026-08-23 15:46:39,normal,7,1.0
2026-08-23 15:46:41,normal,1,1.0
2026-08-23 15:46:43,normal,0,1.0
2026-08-23 15:46:45,normal,2,1.0
2026-08-23 15:46:47,normal,2,1.0
2026-08-23 15:46:50,normal,1,1.0
2026-08-23 15:46:52,normal,3,1.0
2026-08-23 15:46:54,normal,8,0.9998
2026-08-23 15:46:56,normal,0,1.0
2026-08-23 15:46:58,normal,8,0.9999
2026-08-23 15:47:00,normal,5,1.0
2026-08-23 15:47:02,normal,9,0.9885
2026-08-23 15:47:04,normal,7,1.0
2026-08-23 15:47:06,normal,4,1.0
2026-08-23 15:47:08,normal,0,1.0
2026-08-23 15:47:10,normal,0,1.0
2026-08-23 15:47:12,normal,3,0.9998
2026-08-23 15:47:14,normal,1,1.0
2026-08-23 15:47:16,normal,1,1.0
2026-08-23 15:47:18,normal,3,1.0
2026-08-23 15:47:21,normal,4,1.0
2026-08-23 15:47:23,normal,4,1.0
2026-08-23 15:47:25,normal,3,1.0
2026-08-23 15:47:27,noisy,1,0.7476
2026-08-23 15:47:29,noisy,1,0.823
2026-08-23 15:47:31,noisy,4,0.9941
2026-08-23 15:47:33,noisy,8,0.7298
2026-08-23 15:47:35,noisy,8,0.5641
2026-08-23 15:47:37,noisy,7,1.0
2026-08-23 15:47:39,noisy,3,1.0
2026-08-23 15:47:41,noisy,1,0.3737
2026-08-23 15:47:43,noisy,2,1.0
2026-08-23 15:47:45,noisy,4,1.0
2026-08-23 15:47:47,noisy,8,0.8339
2026-08-23 15:47:49,noisy,9,0.7565
2026-08-23 15:47:51,noisy,3,1.0
2026-08-23 15:47:54,noisy,4,0.4113
2026-08-23 15:47:56,noisy,2,1.0
2026-08-23 15:47:58,noisy,7,0.9999
2026-08-23 15:48:00,noisy,1,0.9988
2026-08-23 15:48:02,noisy,8,0.9859
2026-08-23 15:48:04,noisy,2,1.0
2026-08-23 15:48:06,noisy,2,1.0
2026-08-23 15:48:08,noisy,4,0.9999
2026-08-23 15:48:10,noisy,6,0.9695
2026-08-23 15:48:12,noisy,4,0.4728
2026-08-23 15:48:14,noisy,2,1.0
2026-08-23 15:48:16,noisy,0,0.9925
2026-08-23 15:48:18,noisy,2,1.0
2026-08-23 15:48:20,noisy,0,1.0
2026-08-23 15:48:23,noisy,5,1.0
2026-08-23 15:48:25,noisy,6,1.0
2026-08-23 15:48:27,noisy,2,1.0
2026-08-23 15:48:29,noisy,1,0.7055
2026-08-23 15:48:31,noisy,8,0.7726
2026-08-23 15:48:33,noisy,6,0.7512
2026-08-23 15:48:35,noisy,1,0.7883
2026-08-23 15:48:37,noisy,9,0.9924
2026-08-23 15:48:39,noisy,8,0.9983
2026-08-23 15:48:41,noisy,0,0.5739
2026-08-23 15:48:43,noisy,8,0.8838
2026-08-23 15:48:45,noisy,4,1.0
2026-08-23 15:48:47,noisy,6,1.0
2026-08-23 15:48:49,noisy,2,0.9988
2026-08-23 15:48:51,noisy,2,1.0
2026-08-23 15:48:54,noisy,8,0.9998
2026-08-23 15:48:56,noisy,6,1.0
2026-08-23 15:48:58,noisy,7,0.876
2026-08-23 15:49:00,noisy,2,1.0
2026-08-23 15:49:02,noisy,6,1.0
2026-08-23 15:49:04,noisy,4,0.9999
2026-08-23 15:49:06,noisy,1,1.0
2026-08-23 15:49:08,noisy,8,0.2786
2026-08-23 15:49:10,noisy,2,0.5913
2026-08-23 15:49:12,noisy,4,0.9992
2026-08-23 15:49:14,noisy,3,0.7306
2026-08-23 15:49:16,noisy,2,1.0
2026-08-23 15:49:18,noisy,8,0.3517
2026-08-23 15:49:20,noisy,1,1.0
2026-08-23 15:49:22,noisy,5,1.0
2026-08-23 15:49:25,noisy,8,0.4055
2026-08-23 15:49:27,noisy,1,0.9897
2026-08-23 15:49:29,noisy,0,1.0
2026-08-23 15:49:31,noisy,8,0.6187
2026-08-23 15:49:33,noisy,8,0.9946
2026-08-23 15:49:35,noisy,3,0.9977
2026-08-23 15:49:37,noisy,6,1.0
2026-08-23 15:49:39,noisy,7,0.9984
2026-08-23 15:49:41,noisy,2,1.0
2026-08-23 15:49:43,noisy,5,1.0
2026-08-23 15:49:45,noisy,2,1.0
2026-08-23 15:49:47,noisy,5,1.0
2026-08-23 15:49:49,noisy,7,0.9978
2026-08-23 15:49:51,noisy,2,1.0
2026-08-23 15:49:54,noisy,2,1.0
2026-08-23 15:49:56,noisy,4,0.8062
2026-08-23 15:49:58,noisy,2,1.0
2026-08-23 15:50:00,noisy,2,1.0
2026-08-23 15:50:02,noisy,9,0.9897
2026-08-23 15:50:04,noisy,8,0.9324
2026-08-23 15:50:06,noisy,1,0.9209
2026-08-23 15:50:08,noisy,1,1.0
2026-08-23 15:50:10,noisy,9,0.9913
2026-08-23 15:50:12,noisy,5,0.5987
2026-08-23 15:50:14,noisy,3,0.6566
2026-08-23 15:50:16,noisy,8,0.9999
2026-08-23 15:50:18,noisy,0,1.0
2026-08-23 15:50:20,noisy,3,1.0
2026-08-23 15:50:22,noisy,1,0.286
2026-08-23 15:50:25,noisy,1,0.9999
2026-08-23 15:50:27,noisy,8,0.8848
2026-08-23 15:50:29,noisy,4,0.9995
2026-08-23 15:50:31,noisy,0,0.9643
2026-08-23 15:50:33,noisy,7,0.8602
2026-08-23 15:50:35,noisy,3,1.0
2026-08-23 15:50:37,noisy,4,0.773
2026-08-23 15:50:39,noisy,7,0.9989
2026-08-23 15:50:41,noisy,2,0.8705
2026-08-23 15:50:43,noisy,1,1.0
2026-08-23 15:50:45,noisy,3,1.0
2026-08-23 15:50:47,noisy,2,1.0
2026-08-23 15:50:49,noisy,1,0.5588
2026-08-23 15:50:51,noisy,6,0.8837
2026-08-23 15:50:53,noisy,3,1.0
2026-08-23 15:50:55,noisy,1,1.0
2026-08-23 15:50:57,noisy,6,0.5154
2026-08-23 15:51:00,noisy,3,1.0
2026-08-23 15:51:02,noisy,7,0.8445
2026-08-23 15:51:04,noisy,8,0.5281
2026-08-23 15:51:06,noisy,1,1.0
2026-08-23 15:51:08,noisy,5,0.5596
2026-08-23 15:51:10,noisy,6,0.4712
2026-08-23 15:51:12,noisy,2,1.0
2026-08-23 15:51:14,noisy,8,0.8771
2026-08-23 15:51:16,noisy,6,1.0
2026-08-23 15:51:18,noisy,3,0.9999
2026-08-23 15:51:20,noisy,2,1.0
2026-08-23 15:51:22,noisy,6,0.9995
2026-08-23 15:51:24,noisy,8,0.9742
2026-08-23 15:51:26,noisy,8,0.9489
2026-08-23 15:51:28,noisy,9,0.9922
2026-08-23 15:51:30,noisy,3,1.0
2026-08-23 15:51:33,noisy,3,1.0
2026-08-23 15:51:35,noisy,8,0.9978
2026-08-23 15:51:37,noisy,3,0.9999
2026-08-23 15:51:39,noisy,2,1.0
2026-08-23 15:51:41,noisy,9,0.9774
2026-08-23 15:51:43,noisy,5,0.9959
2026-08-23 15:51:45,noisy,0,1.0
2026-08-23 15:51:47,noisy,3,1.0
2026-08-23 15:51:49,noisy,8,0.9096
2026-08-23 15:51:51,noisy,7,0.9394
2026-08-23 15:51:53,noisy,5,1.0
2026-08-23 15:51:55,noisy,7,0.9984
2026-08-23 15:51:57,noisy,5,1.0
2026-08-23 15:51:59,noisy,2,1.0
2026-08-23 15:52:02,noisy,3,0.9717
2026-08-23 15:52:04,noisy,6,0.7644
2026-08-23 15:52:06,noisy,3,0.9996
2026-08-23 15:52:08,noisy,6,1.0
2026-08-23 15:52:10,noisy,6,0.9942
2026-08-23 15:52:12,noisy,8,0.9967
2026-08-23 15:52:14,noisy,5,1.0
2026-08-23 15:52:16,noisy,5,1.0
2026-08-23 15:52:18,noisy,2,0.7107
2026-08-23 15:52:20,noisy,6,0.9947
2026-08-23 15:52:22,noisy,0,1.0
2026-08-23 15:52:24,noisy,2,0.9997
2026-08-23 15:52:26,noisy,5,0.9998
2026-08-23 15:52:28,noisy,1,0.4326
2026-08-23 15:52:30,noisy,2,1.0
2026-08-23 15:52:32,noisy,6,0.9971
2026-08-23 15:52:34,noisy,0,1.0
2026-08-23 15:52:36,noisy,6,0.9998
2026-08-23 15:52:39,noisy,2,0.9997
2026-08-23 15:52:41,noisy,5,0.8623
2026-08-23 15:52:43,noisy,7,0.3557
2026-08-23 15:52:45,noisy,5,0.9999
2026-08-23 15:52:47,noisy,7,0.9325
2026-08-23 15:52:49,noisy,9,0.9167
2026-08-23 15:52:51,noisy,3,1.0
2026-08-23 15:52:53,noisy,4,0.9998
2026-08-23 15:52:55,noisy,4,0.9993
2026-08-23 15:52:57,noisy,5,0.9905
2026-08-23 15:52:59,noisy,8,0.8909
2026-08-23 15:53:01,noisy,8,0.9999
2026-08-23 15:53:03,noisy,6,1.0
2026-08-23 15:53:05,noisy,6,0.996
2026-08-23 15:53:07,noisy,6,0.988
2026-08-23 15:53:10,noisy,2,1.0
2026-08-23 15:53:12,noisy,2,1.0
2026-08-23 15:53:14,noisy,1,1.0
2026-08-23 15:53:16,noisy,1,0.6153
2026-08-23 15:53:18,noisy,4,0.9999
2026-08-23 15:53:20,noisy,7,0.5906
2026-08-23 15:53:22,noisy,9,0.8322
2026-08-23 15:53:24,noisy,5,1.0
2026-08-23 15:53:26,noisy,8,0.8064
2026-08-23 15:53:28,noisy,4,0.7636
2026-08-23 15:53:30,noisy,1,1.0
2026-08-23 15:53:32,noisy,5,1.0
2026-08-23 15:53:34,noisy,1,1.0
2026-08-23 15:53:36,noisy,9,0.6847
2026-08-23 15:53:38,noisy,3,1.0
2026-08-23 15:53:40,noisy,8,0.9999
2026-08-23 15:53:43,noisy,0,1.0
2026-08-23 15:53:45,noisy,7,0.9982
2026-08-23 15:53:47,noisy,0,1.0
2026-08-23 15:53:49,noisy,8,1.0
2026-08-23 15:53:51,noisy,1,0.8528
2026-08-23 15:53:53,noisy,2,1.0
2026-08-23 15:53:55,noisy,3,0.9985
2026-08-23 15:53:57,noisy,8,0.169
2026-08-23 15:53:59,noisy,7,0.6867
2026-08-23 15:54:01,noisy,5,0.9999
2026-08-23 15:54:03,noisy,2,1.0
2026-08-23 15:54:05,noisy,3,1.0
2026-08-23 15:54:07,noisy,5,1.0
2026-08-23 15:54:09,noisy,5,0.7824
2026-08-23 15:54:11,noisy,2,1.0
2026-08-23 15:54:13,noisy,0,1.0
2026-08-23 15:54:15,noisy,0,1.0
2026-08-23 15:54:18,noisy,0,1.0
2026-08-23 15:54:20,noisy,3,0.9995
2026-08-23 15:54:22,noisy,0,1.0
2026-08-23 15:54:24,noisy,9,0.5047
2026-08-23 15:54:26,noisy,5,1.0
2026-08-23 15:54:28,noisy,9,0.4967
2026-08-23 15:54:30,noisy,9,0.9493
2026-08-23 15:54:32,noisy,4,0.9798
2026-08-23 15:54:34,noisy,1,1.0
2026-08-23 15:54:36,noisy,1,0.952
2026-08-23 15:54:38,noisy,4,0.9995
2026-08-23 15:54:40,noisy,1,0.9998
2026-08-23 15:54:42,noisy,5,1.0
2026-08-23 15:54:44,noisy,8,0.41
2026-08-23 15:54:46,noisy,3,0.9991
2026-08-23 15:54:49,noisy,1,0.9937
2026-08-23 15:54:51,noisy,9,0.9383
2026-08-23 15:54:53,noisy,4,0.9965
2026-08-23 15:54:55,noisy,6,1.0
2026-08-23 15:54:57,noisy,3,0.9998
2026-08-23 15:54:59,noisy,2,1.0
2026-08-23 15:55:01,noisy,1,0.8321
2026-08-23 15:55:03,noisy,1,1.0
2026-08-23 15:55:05,noisy,5,0.9675
2026-08-23 15:55:07,noisy,9,0.9987
2026-08-23 15:55:09,noisy,2,1.0
2026-08-23 15:55:11,noisy,8,1.0
2026-08-23 15:55:13,noisy,2,1.0
2026-08-23 15:55:15,noisy,1,0.9556
2026-08-23 15:55:17,noisy,4,0.9999
2026-08-23 15:55:20,noisy,5,0.4468
2026-08-23 15:55:22,noisy,4,0.7489
2026-08-23 15:55:24,noisy,5,0.9996
2026-08-23 15:55:26,noisy,8,1.0
2026-08-23 15:55:28,noisy,3,0.9999
2026-08-23 15:55:30,noisy,2,1.0
2026-08-23 15:55:32,noisy,0,0.993
2026-08-23 15:55:34,noisy,2,1.0
2026-08-23 15:55:36,noisy,3,0.9999
2026-08-23 15:55:38,noisy,2,0.4913
2026-08-23 15:55:40,noisy,6,0.98
2026-08-23 15:55:42,noisy,1,0.9965
2026-08-23 15:55:44,noisy,5,1.0
2026-08-23 15:55:46,noisy,7,0.776
2026-08-23 15:55:48,noisy,4,0.9084
2026-08-23 15:55:50,noisy,7,0.9384
2026-08-23 15:55:53,noisy,8,0.9887
2026-08-23 15:55:55,noisy,4,0.9915
2026-08-23 15:55:57,noisy,9,0.997
2026-08-23 15:55:59,noisy,4,0.9985
2026-08-23 15:56:01,noisy,3,0.9993
2026-08-23 15:56:03,noisy,6,1.0
2026-08-23 15:56:05,noisy,7,1.0
2026-08-23 15:56:07,noisy,9,0.4045
2026-08-23 15:56:09,noisy,5,0.3966
2026-08-23 15:56:11,noisy,9,0.6747
2026-08-23 15:56:13,noisy,8,0.9928
2026-08-23 15:56:15,noisy,3,0.9999
2026-08-23 15:56:17,noisy,2,0.8581
2026-08-23 15:56:19,noisy,3,0.9954
2026-08-23 15:56:21,noisy,0,1.0
2026-08-23 15:56:23,noisy,4,0.8084
2026-08-23 15:56:25,noisy,7,0.6823
2026-08-23 15:56:27,noisy,8,0.9938
2026-08-23 15:56:30,noisy,4,1.0
2026-08-23 15:56:32,noisy,9,0.4826
2026-08-23 15:56:34,noisy,3,1.0
2026-08-23 15:56:36,noisy,5,0.9898
2026-08-23 15:56:38,noisy,2,1.0
2026-08-23 15:56:40,noisy,3,1.0
2026-08-23 15:56:42,noisy,9,0.7447
2026-08-23 15:56:44,noisy,2,1.0
2026-08-23 15:56:46,noisy,3,0.1895
2026-08-23 15:56:48,noisy,7,1.0
2026-08-23 15:56:50,noisy,8,0.9004
2026-08-23 15:56:52,noisy,8,0.9975
2026-08-23 15:56:54,noisy,0,0.8384
2026-08-23 15:56:56,noisy,1,0.9999
2026-08-23 15:56:58,noisy,7,0.9996
2026-08-23 15:57:01,noisy,1,1.0
2026-08-23 15:57:03,noisy,0,1.0
2026-08-23 15:57:05,noisy,2,0.9996
2026-08-23 15:57:07,noisy,2,1.0
2026-08-23 15:57:09,noisy,1,1.0
2026-08-23 15:57:11,noisy,3,1.0
2026-08-23 15:57:13,noisy,8,0.9485
2026-08-23 15:57:15,noisy,0,1.0
2026-08-23 15:57:17,noisy,8,0.905
2026-08-23 15:57:19,noisy,5,1.0
2026-08-23 15:57:21,noisy,9,0.5565
2026-08-23 15:57:23,noisy,7,0.6976
2026-08-23 15:57:25,noisy,4,1.0
2026-08-23 15:57:27,noisy,0,1.0
2026-08-23 15:57:29,noisy,0,1.0
2026-08-23 15:57:31,noisy,3,0.9859
2026-08-23 15:57:34,noisy,1,1.0
2026-08-23 15:57:36,noisy,1,0.9999
2026-08-23 15:57:38,noisy,3,1.0
2026-08-23 15:57:40,noisy,4,1.0
2026-08-23 15:57:42,noisy,4,0.9753
2026-08-23 15:57:44,noisy,3,1.0
2026-08-23 15:57:46,drifted,9,0.3495
2026-08-23 15:57:48,drifted,9,0.3324
2026-08-23 15:57:50,drifted,8,0.6486
2026-08-23 15:57:52,drifted,8,0.3344
2026-08-23 15:57:54,drifted,8,0.2822
2026-08-23 15:57:56,drifted,2,0.6572
2026-08-23 15:57:58,drifted,3,0.5995
2026-08-23 15:58:00,drifted,9,0.352
2026-08-23 15:58:02,drifted,8,0.5765
2026-08-23 15:58:05,drifted,8,0.6699
